Date,Open,High,Low,Close,Adj Close,Volume
2010-05-04,91.580002,91.580002,91.580002,91.580002,91.580002,0
2010-05-05,null,null,null,null,null,null
2010-05-06,null,null,null,null,null,null
2010-05-07,91.580002,91.580002,91.580002,91.580002,91.580002,0
2010-05-10,89.849998,89.849998,89.849998,89.849998,89.849998,0
2010-05-11,88.500000,88.500000,88.500000,88.500000,88.500000,0
2010-05-12,88.250000,88.250000,88.250000,88.250000,88.250000,0
2010-05-13,null,null,null,null,null,null
2010-05-14,86.370003,86.370003,86.370003,86.370003,86.370003,0
2010-05-17,84.760002,84.760002,84.760002,84.760002,84.760002,0
2010-05-18,85.139999,85.139999,85.139999,85.139999,85.139999,0
2010-05-19,null,null,null,null,null,null
2010-05-20,null,null,null,null,null,null
2010-05-21,null,null,null,null,null,null
2010-05-24,null,null,null,null,null,null
2010-05-25,null,null,null,null,null,null
2010-05-26,null,null,null,null,null,null
2010-05-27,81.089996,81.089996,81.089996,81.089996,81.089996,0
2010-05-28,82.050003,82.050003,82.050003,82.050003,82.050003,0
2010-05-31,82.070000,82.070000,82.070000,82.070000,82.070000,0
2010-06-01,81.699997,81.699997,81.699997,81.699997,81.699997,0
2010-06-02,80.949997,80.949997,80.949997,80.949997,80.949997,0
2010-06-03,82.910004,82.910004,82.910004,82.910004,82.910004,0
2010-06-04,80.220001,80.220001,80.220001,80.220001,80.220001,0
2010-06-07,78.330002,78.330002,78.330002,78.330002,78.330002,0
2010-06-08,79.110001,79.110001,79.110001,79.110001,79.110001,0
2010-06-09,81.160004,81.160004,81.160004,81.160004,81.160004,0
2010-06-10,82.599998,82.599998,82.599998,82.599998,82.599998,0
2010-06-11,83.250000,83.250000,83.250000,83.250000,83.250000,0
2010-06-14,84.730003,84.730003,84.730003,84.730003,84.730003,0
2010-06-15,85.029999,85.029999,85.029999,85.029999,85.029999,0
2010-06-16,85.720001,85.720001,85.720001,85.720001,85.720001,0
2010-06-17,84.949997,84.949997,84.949997,84.949997,84.949997,0
2010-06-18,86.330002,86.330002,86.330002,86.330002,86.330002,0
2010-06-21,88.599998,88.599998,88.599998,88.599998,88.599998,0
2010-06-22,87.849998,87.849998,87.849998,87.849998,87.849998,0
